Käitleja identifikaator	Tegevuskoha identifikaator	Tunnusnumber	Tunnustatud	Käitleja registri- või isikukood	Käitleja aadress	Käitleja nimi	Tegevuskoha nimi	Põhikäitlemisvaldkond	Tegevuskoha maakond	Tegevuskoha aadress	lat	lng
63894	63895	11178	true	10104611	Saare maakond, Saaremaa vald, Kuressaare linn, Staadioni tn 4	OSAÜHING STAADIONI HOTELL	Staadioni külalistemaja kohvik	Toitlustamine	Saaremaa	Staadioni 4, Saaremaa vald, Kuressaare linn, Saare maakond, 93815	58.2430189	22.4805952
64874	64875	11179	true	10358754	Saare maakond, Saaremaa vald, Kuressaare linn, Suve tn 8	OSAÜHING OVELIA MAJUTUS	Ovelia Kodumajutus	Toitlustamine	Saaremaa	Suve 8, Saaremaa vald, Kuressaare linn, Saare maakond, 93816	58.2469797	22.492041
67209	67210	11181	true	11308505	Saare maakond, Saaremaa vald, Sõmera küla, Tolli	MAXSAAR OÜ	Kärla tankla	Jaemüük	Saaremaa	Kärla alevik, Saaremaa vald, Saare maakond, 93501	58.3301129	22.2615353
117204	50708	11182	true	77000306	Saare maakond, Saaremaa vald, Kuressaare linn, Tallinna tn 10	SAAREMAA VALLAVALITSUS	Kuressaare Ristiku Lasteaed	Toitlustamine	Saaremaa	Ristiku 2b, Saaremaa vald, Kuressaare linn, Saare maakond, 93811	58.2609713	22.4926546
63954	63955	11185	true	10122939	Saare maakond, Muhu vald, Hellamaa küla	TIHUSE HOBUTURISMI TALU	Muinaskultuuri teemaja	Toitlustamine	Saaremaa	Tihuse, Hellamaa küla, Muhu vald, Saaremaa, 94741	58.6109659	23.3116954
65863	65864	11190	true	10741571	Saare maakond, Saaremaa vald, Mäebe küla, Viimsi	OSAÜHING VANA-TOOMA TALU	Salme Baar	Toitlustamine	Saaremaa	Sõrve mnt 5, Salme alevik, Saaremaa vald, Saare maakond, 93201	58.1635018	22.2518806
68594	68595	11195	true	11918563	Saare maakond, Saaremaa vald, Vanakubja küla, Peetri	MUST JALG OÜ	Kohvik Rotterdam	Toitlustamine	Saaremaa	Saaremaa sadam, Ninase küla, Saaremaa vald, Saare maakond, 93613	58.5364171	22.2356902
63991	63992	11198	true	10131128	Saare maakond, Ruhnu vald, Ruhnu küla, Suur-Tamme	VITALI GERNE RUHNU POOD	Vitali Gerne Ruhnu Pood	Jaemüük	Saaremaa	Suure-Tamme, Ruhnu küla, Ruhnu vald, Saaremaa, 93001	57.805148	23.2460512
66231	66232	11199	true	10901017	Saare maakond, Ruhnu vald, Ruhnu küla	OSAÜHING LIISE TALU RUHNU SAAREL	Liise Talu Pood	Jaemüük	Saaremaa	Liise, Ruhnu küla, Ruhnu vald, Saaremaa, 93001	57.8058752	23.2414633
67245	67246	11201	true	11322675	Saare maakond, Saaremaa vald, Kuressaare linn, J. Smuuli tn 5-44	OSAÜHING EHAKAS	Saaremaa Lihatööstus söökla	Toitlustamine	Saaremaa	Pikk tn 81, Saaremaa vald, Kuressaare linn, Saare maakond, 93815	58.2716284	22.4958102
70328	70329	11203	true	80159878	Saare maakond, Saaremaa vald, Kuressaare linn, Talve tn 77	MITTETULUNDUSÜHING KAALI KÜLASTUSKESKUS	Kaali Külastuskeskuse hot. Kohvik	Toitlustamine	Saaremaa	Kaali küla, Saaremaa vald, Saare maakond, 94143	58.3567528	22.6710871
