Code;Latitude;Longitude;Bew.-Nr.;Bur Number;Firmenname;Company Street;full address;Company Zipcode;Company City/Region;[TRANSLATE] Category;Weitere Aktivitäten;[TRANSLATE] Species;[TRANSLATE] Remarks
CH 69834275;;;69834275;69834275;Ulrich Zollinger Metzgerei;Dielsdorferstrasse2;Ulrich Zollinger Metzgerei, Dielsdorferstrasse2, 8173, Switzerland ;8173;8173 ZH;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH 66515549;;;66515549;66515549;Fritz Gysin Metzgerei;Kirchweg1;Fritz Gysin Metzgerei, Kirchweg1, 4448, Switzerland ;4448;4448 BL;SH;SH(II);B, C, O, P;
CH 61658658;;;61658658;61658658;Boucherie Soldati;;;2606;2606 BE;SH;;B, C, O, P;
CH 70148668;;;70148668;70148668;Schlachtanlage VVK Zimmerwald;;;3086;3086 BE;SH;;B, C, O, P, S;
CH 43067446;;;43067446;80565741;Schlachtanlage Steffisburg Siegenthaler Hans;Unterer Riederenweg64;Schlachtanlage Steffisburg Siegenthaler Hans, Unterer Riederenweg64, 3612, Switzerland ;3612;3612 BE;SH;;B, C, O, P;
CH 70149090;;;70149090;70149090;Gemeinde Kleinandelfingen Schlachthaus ;Weiherstrasse;Gemeinde Kleinandelfingen Schlachthaus , Weiherstrasse, 8461, Switzerland ;8461;8461 ZH;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH CH 73044178;;;CH 73044178;73044178;Freymond Gilbert;Route De Palud 4;Freymond Gilbert, Route De Palud 4, 1867, Switzerland ;1867;1867 VD;SH;;;
CH 41053042;;;41053042;41053042;Blaser Ernst & René;Hauptstrasse47;Blaser Ernst & René, Hauptstrasse47, 5070, Switzerland ;5070;5070 AG;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH 66303203;;;66303203;66303203;Locher Marcel;Löwen, Oberdorf6;Locher Marcel, Löwen, Oberdorf6, 9043, Switzerland ;9043;9043 AR;SH;;B, C, O, P;
CH TI-80622944;46,4128931;8,9773992;TI-80622944;80622944;Cavargna Patrick;via Cantonale;Cavargna Patrick, via Cantonale, 6713, Switzerland ;6713;6713 TI;SH;;B, C, O, P, S;
CH 70148207;;;70148207;70148207;Notschlachtverband Appenzell Mittelland;Austrasse32;Notschlachtverband Appenzell Mittelland, Austrasse32, 9055, Switzerland ;9055;9055 AR;SH;;B, C, O, P, S;
CH 79910235;;;79910235;79910235;Schlachtanlage Verb. Konolfingen;Katzengässli1;Schlachtanlage Verb. Konolfingen, Katzengässli1, 3510, Switzerland ;3510;3510 BE;SH;SH(III);B, C, O, P, S;
CH 66612571;;;66612571;66612571;Galley François;Boucherie;Galley François, Boucherie, 1730, Switzerland ;1730;1730 FR;SH, CP;;B, C, O, P;
CH 52123712;47,3583686;8,2700148;52123712;52123712;O. Braunwalder AG, Fleisch- & Wurstproduktion;Schützenmattweg37;O. Braunwalder AG, Fleisch- & Wurstproduktion, Schützenmattweg37, 5610, Switzerland ;5610;5610 AG;SH, CP;SH(II), CP(II), SH(III), CP(III), CP(IV), GHE(IV), MM(V), MP(V), MSM(V), PP(VI);B, C, O, P, S;
CH 70148275;;;70148275;70148275;Viehversicherungsges. Bennwil;Spittelerweg 1;Viehversicherungsges. Bennwil, Spittelerweg 1, 4431, Switzerland ;4431;4431 BL;SH;;B, C, O, P;
CH CH41336667;;;CH41336667;41336667;Boucherie Bilat SA;;;2336;2336 JU;SH;SH(II);B, C, O, P;
CH 43023737;;;43023737;43023737;Egli-Häusler Christian;Oberschüpbach;Egli-Häusler Christian, Oberschüpbach, 3537, Switzerland ;3537;3537 BE;SH;;B, C, O, P;
CH 70215523;;;70215523;91611174;Kundenmetzgerei Andrist;Dorfstrasse 46;Kundenmetzgerei Andrist, Dorfstrasse 46, 4452, Switzerland ;4452;4452 BL;SH;SH(II), SH(III);B, C, O, P;
CH 62744250;;;62744250;62744250;Boucherie de La Vallée,;;;3961;3961 VS;SH;SH(II);B, C, O, P, S;
CH 41027676;47,3466895;8,1601979;41027676;41027676;Burkart René;Unterdorfstrasse5;Burkart René, Unterdorfstrasse5, 5703, Switzerland ;5703;5703 AG;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH 41686937;47,2332467;7,8387917;41686937;41686937;Klostermetzgerei Haas AG;Murhofstr.2;Klostermetzgerei Haas AG, Murhofstr.2, 4915, Switzerland ;4915;4915 LU;SH, CP;CP(II), SH(III), CP(III), MP(V), PP(VI);B, C, O, P, S;
CH 44252702;;;44252702;44252702;Schlachtlokal Melchior ;Bärenburg127;Schlachtlokal Melchior , Bärenburg127, 7440, Switzerland ;7440;7440 GR;SH;SH(III);B, C, O;
CH 41318888;;;41318888;41318888;Schlachtanlage Holzer;Dorfstrasse9;Schlachtanlage Holzer, Dorfstrasse9, 3324, Switzerland ;3324;3324 BE;SH;;B, C, O, P;
CH 41309621;47,1943126;7,1437385;41309621;41309621;Boucherie Junod;Grand-Rue16;Boucherie Junod, Grand-Rue16, 2606, Switzerland ;2606;2606 BE;SH;;B, C, O, P, S;
CH 52227997;;;52227997;52227997;Service intercommunal de gestion SIGE;Rue du Collège44;Service intercommunal de gestion SIGE, Rue du Collège44, 1815, Switzerland ;1815;1815 VD;SH, CP;SH(III), CP(III);B, C, O, P, S;
CH CH 52227997;;;CH 52227997;52227997;Service intercommunal de gestion SIGE;Rue du Collège44;Service intercommunal de gestion SIGE, Rue du Collège44, 1815, Switzerland ;1815;1815 VD;SH, CP;;B, C, O, P, S;
CH  ;;; ;;Lussi's Hofmetzg GmbH;Rochushostatt1;Lussi's Hofmetzg GmbH, Rochushostatt1, 6370, Switzerland ;6370;6370 NW;SH;;B, C, O, P;
CH 70664247;46,6245321;8,0329136;70664247;41356857;Schlachtanlage Boss Metzgerei;Dorfstrasse123;Schlachtanlage Boss Metzgerei, Dorfstrasse123, 3818, Switzerland ;3818;3818 BE;SH;SH(III);B, C, O, P;
CH 40411815;47,4513949;8,5308861;40411815;40411815;Dorfmetzg Thadeus Wyss;Oberdorfstrasse15;Dorfmetzg Thadeus Wyss, Oberdorfstrasse15, 8153, Switzerland ;8153;8153 ZH;SH;SH(II), SH(III);B, C, O, P, S;
CH 53212955;;;53212955;53212955;Willi Giger-Schrackmann;Daheim ;Willi Giger-Schrackmann, Daheim , 6162, Switzerland ;6162;6162 LU;SH;;B, C, O, P, S;
CH CH 70147800;;;CH 70147800;70147800;Abattoir Commune de Montricher p.a. Mme Nicole Joss;rue du Bourg3;Abattoir Commune de Montricher p.a. Mme Nicole Joss, rue du Bourg3, 1147, Switzerland ;1147;1147 VD;SH, CP;;B, C, O, P, S;
CH 359;47,030935;7,4553207;359;52130589;Lüthi & Portmann  AG;Lyssstrasse14 b;Lüthi & Portmann  AG, Lyssstrasse14 b, 3053, Switzerland ;3053;3053 BE;CP;CS(0), RW(0), WM(0), MM(V), MP(V);B, C, O, P, S;
CH 70148034;;;70148034;70148034;Notschlachtlokal Gams Gemeindekassie;Hof;Notschlachtlokal Gams Gemeindekassie, Hof, 9473, Switzerland ;9473;9473 SG;SH;;B, C, O, P, S;
CH 42182508;46,9492805;7,4121378;42182508;42182508;Mérat & Cie. AG;Murtenstrasse121;Mérat & Cie. AG, Murtenstrasse121, 3008, Switzerland ;3008;3008 BE;CP;RW(0), WM(0), CP(II), CP(III), MM(V), MP(V), PP(VI);B, C, O, P, S;
CH 41286571;;;41286571;41286571;Metzgerei Schütz;Hauptstrasse 80;Metzgerei Schütz, Hauptstrasse 80, 2575, Switzerland ;2575;2575 BE;SH;;B, C, O, P;
CH 70218173;;;70218173;70218173;Notschlachthaus Schwyz;Schuler Franz&Josef, Müllernstr.23;Notschlachthaus Schwyz, Schuler Franz&Josef, Müllernstr.23, 6418, Switzerland ;6418;6418 SZ;SH;;B, C, O, P;
CH 70148322;;;70148322;80568695;Notschlachtlokal Känerkinden;Hauptstrasse 30;Notschlachtlokal Känerkinden, Hauptstrasse 30, 4447, Switzerland ;4447;4447 BL;SH;SH(III), GHE(IV);B, C, O, P;
CH 64319106;;;64319106;64319106;Schlachtanlage der Region Ober- & Neutoggenburg;Ebnaterstrasse42;Schlachtanlage der Region Ober- & Neutoggenburg, Ebnaterstrasse42, 9642, Switzerland ;9642;9642 SG;SH;;B, C, O, P, S;
CH 64852267;;;64852267;64852267;Burämetzg Thürig Urs;Feldstrasse2;Burämetzg Thürig Urs, Feldstrasse2, 8735, Switzerland ;8735;8735 SG;SH;;B, C, O, P, S;
CH 54430007;47,230037;7,961821;54430007;54430007;Dorfmetzg Langnau AG;Dorfstrasse8;Dorfmetzg Langnau AG, Dorfstrasse8, 6262, Switzerland ;6262;6262 LU;SH;;B, C, O, P, S;
CH CH 73044356;;;CH 73044356;73044356;Etabl.de la Plaine de l'orbe  p.a. Jäggi Christian;La Colonie;Etabl.de la Plaine de l'orbe  p.a. Jäggi Christian, La Colonie, 1350, Switzerland ;1350;1350 VD;SH;;;
CH 46168912;;;46168912;46168912;Schlachtanlage Löffel;Schulstrasse9;Schlachtanlage Löffel, Schulstrasse9, 2556, Switzerland ;2556;2556 BE;SH;;B, C, O, P;
CH CH42830427;;;CH42830427;42830427;Schaffter Pierre;Brunchenal2;Schaffter Pierre, Brunchenal2, 2806, Switzerland ;2806;2806 JU;SH;SH(II);B, C, O, P;
CH 51500147;46,080682;8,9147392;51500147;51500147;Tipesca SA;Via Ciossa3;Tipesca SA, Via Ciossa3, 6806, Switzerland ;6806;6806 TI;CP;CS(0), RW(0), WM(0), CP(II), DC(VII), WM(VIII), FFPP(VIII);B, P, S;
CH 73561426;;;73561426;73561426;Rossmetzgerei Basil Waibel;Rheinstrasse1;Rossmetzgerei Basil Waibel, Rheinstrasse1, 9435, Switzerland ;9435;9435 SG;SH;;B, C, O, P, S;
CH 41262277;;;41262277;71759979;Schlachtanlage Schaufelberger Bernhard GmbH;Bernstrasse60;Schlachtanlage Schaufelberger Bernhard GmbH, Bernstrasse60, 3267, Switzerland ;3267;3267 BE;SH;;B, C, O, P;
CH  CH-88504378;46,20983;8,74219; CH-88504378;;Il Nuovo Macello Avegno Sagl;Zona industriale;Il Nuovo Macello Avegno Sagl, Zona industriale, 6670, Switzerland ;6670;6670 TI;SH;;B, C, O, P, S;
CH 103;;;103;53446278;Bell Schweiz AG Schlachtbetrieb Basel;Schlachthofstrasse55;Bell Schweiz AG Schlachtbetrieb Basel, Schlachthofstrasse55, 4056, Switzerland ;4056;4056 BS;SH;PP(XIII);B, C, O, P, S;
CH 66500516;45,8616247;8,9722532;66500516;66500516;SERFRE' SA;Via Campagna Adorna9;SERFRE' SA, Via Campagna Adorna9, 6850, Switzerland ;6850;6850 TI;CP;CS(0), CP(II), CP(III), PP(VI), WM(VIII);B, O, P, S;
CH 55337153;;;55337153;55337153;Vieira Fernandes Manuel Gaspar;rte de Sorens72;Vieira Fernandes Manuel Gaspar, rte de Sorens72, 1689, Switzerland ;1689;1689 FR;SH, CP;;B, C, O, P;
CH 66614694;47,2116752;7,7889885;66614694;66614694;Schlachtanlage Metzgerei Stettler AG;Erlenweg6;Schlachtanlage Metzgerei Stettler AG, Erlenweg6, 3422, Switzerland ;3422;3422 BE;SH;;B, C, O, P;
CH 63304229;;;63304229;63304229;Ankele Urs;Trüttlikon12;Ankele Urs, Trüttlikon12, 8524, Switzerland ;8524;8524 TG;SH;SH(II), SH(III);B, C, O, P;
CH 70148390;;;70148390;70148390;Rickenbacher Thomas;Hauptstrasse11;Rickenbacher Thomas, Hauptstrasse11, 4493, Switzerland ;4493;4493 BL;SH;SH(II);B, C, O, P;
CH TI-74162500;;;TI-74162500;74162500;Macelleria Vescovi Arno Sagl;;;6718;6718 TI;SH;;B, C, O, P, S;
CH 70148736;;;70148736;70148736;Schlachtanlage VVK Lenk i.S.;Lenkstrasse;Schlachtanlage VVK Lenk i.S., Lenkstrasse, 3775, Switzerland ;3775;3775 BE;SH;;B, C, O, P;
CH 40121188;45,8488241;8,946103;40121188;40121188;Rapelli SA;Viale Baldassarre Longhena11;Rapelli SA, Viale Baldassarre Longhena11, 6817, Switzerland ;6817;6817 TI;CP;CP(III), PP(VI);B, C, P, S;
CH 88665949;;;88665949;88665949;Micarna SA;Industriestrasse 20;Micarna SA, Industriestrasse 20, 3321, Switzerland ;3321;3321 BE;CP;CS(0), RW(0), WM(0), CP(II), CP(III), MM(V), MP(V), PP(VI);B, C, O, P, S;
CH 41441292;;;41441292;41441292;Schlachtanlage Dorfplatzzentrum Moser Muster AG;Dorfstrasse10-14;Schlachtanlage Dorfplatzzentrum Moser Muster AG, Dorfstrasse10-14, 3662, Switzerland ;3662;3662 BE;SH;;B, C, O, P;
CH 42141826;47,1365526;7,9267359;42141826;42141826;Stöckli Metzgerei;Luzernstrasse13;Stöckli Metzgerei, Luzernstrasse13, 6144, Switzerland ;6144;6144 LU;SH;;B, C, O, P, S;
CH 40453967;;;40453967;40453967;Schlachtanlage Widmer;;;3257;3257 BE;SH;;B, C, O, P;
CH 70637238;47,3851737;8,5047403;70637238;70637238;SBZ Schlachtbetrieb Zürich AG;Herdernstrasse63;SBZ Schlachtbetrieb Zürich AG, Herdernstrasse63, 8004, Switzerland ;8004;8004 ZH;CP;;B, C, O, P, S;
CH 64632601;46,1820181;6,1335528;64632601;64632601;Ultra Label Food SA;Rue Blavignac9-11;Ultra Label Food SA, Rue Blavignac9-11, 1227, Switzerland ;1227;1227 GE;CP;CP(II), CP(III), CP(IV), MM(V), MP(V);B, O, P, S;
CH 41585302;;;41585302;41585302;ru-fleisch AG Herr Marcel Rupf;Lochrietstrasse23;ru-fleisch AG Herr Marcel Rupf, Lochrietstrasse23, 8890, Switzerland ;8890;8890 SG;SH;;B, C, O, P, S;
CH 68085888;;;68085888;68085888;Schlachtlokal Genosschenschaft Metzgerei Safiental;Gewerbestrasse42c;Schlachtlokal Genosschenschaft Metzgerei Safiental, Gewerbestrasse42c, 7107, Switzerland ;7107;7107 GR;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH TI-80622923;;;TI-80622923;80622923;Francesco Gazzoli;Via Retica8;Francesco Gazzoli, Via Retica8, 6532, Switzerland ;6532;6532 TI;SH;;C, O;
CH CH 40478521;46,584504;6,604513;CH 40478521;40478521;Grandjean & Fils Sa;Rte De Geneve2;Grandjean & Fils Sa, Rte De Geneve2, 1033, Switzerland ;1033;1033 VD;SH, CP;;B, C, O, P, S;
CH 70148558;;;70148558;70148558;Abattoir des Marais;rte de Lully;Abattoir des Marais, rte de Lully, 1470, Switzerland ;1470;1470 FR;SH;SH(II);B, C, O, P, S;
CH CH 43895703;;;CH 43895703;43895703;Martin & Martin Pascal & Georges;Rte De Cremières2;Martin & Martin Pascal & Georges, Rte De Cremières2, 1070, Switzerland ;1070;1070 VD;SH, CP;SH(II);B, C, O, P, S;
CH 41360827;47,2365122;7,2832451;41360827;41360827;Boucherie Krebs SA;Rue Principale36;Boucherie Krebs SA, Rue Principale36, 2735, Switzerland ;2735;2735 BE;SH;;B, C, O, P;
CH 52888328;;;52888328;52888328;Schlachtanlage Jakob;;;3628;3628 BE;SH;;B, C, O, P;
CH 145;47,2823306;7,7189608;145;52259894;Bell Schweiz AG Frischfleisch Oensingen;Dünnernstrasse31;Bell Schweiz AG Frischfleisch Oensingen, Dünnernstrasse31, 4702, Switzerland ;4702;4702 SO;SH, CP;MM(V), MP(V), PP(XIII);B, O;
CH 41537712;;;41537712;41537712;Markus Stalder;Bäch;Markus Stalder, Bäch, 6222, Switzerland ;6222;6222 LU;SH;;B, C, O, P, S;
CH CH 53571329;;;CH 53571329;53571329;Roger Perroud;;;1377;1377 VD;SH, CP;;B, C, O, P, S;
CH 70149221;;;70149221;70149221;Schlachtlokal Stocker Paul;Müsli;Schlachtlokal Stocker Paul, Müsli, 8824, Switzerland ;8824;8824 ZH;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH 70677974;;;70677974;70677974;René Klausner;Oberfeldstrasse2;René Klausner, Oberfeldstrasse2, 6037, Switzerland ;6037;6037 LU;SH;;B, C, O, P, S;
CH TI-78037345;46,2915749;8,9975184;TI-78037345;78037345;Mati Macello Ticino SA;Via Indüstri;Mati Macello Ticino SA, Via Indüstri, 6705, Switzerland ;6705;6705 TI;SH;;B, C, O, P, S;
CH 42674660;;;42674660;80561878;Wicki - Stalder Walter;Dürrenbachtempel;Wicki - Stalder Walter, Dürrenbachtempel, 6192, Switzerland ;6192;6192 LU;SH;;B, C, O, P;
CH 54344840;47,5292639;9,1235547;54344840;54344840;Blatter Metzgerei AG;Wilerstrasse8;Blatter Metzgerei AG, Wilerstrasse8, 9517, Switzerland ;9517;9517 TG;SH;SH(II), SH(III);B, C, O, P, S;
CH 70218262;;;70218262;70218262;Schlachthausgem. Dägerlen-Hettli;Dorfstrasse;Schlachthausgem. Dägerlen-Hettli, Dorfstrasse, 8471, Switzerland ;8471;8471 ZH;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH 55143351;;;55143351;55143351;Schlachtlokal Curschellas SA;Via Alpsu73;Schlachtlokal Curschellas SA, Via Alpsu73, 7188, Switzerland ;7188;7188 GR;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH 60601168;47,406246;9,6081285;60601168;60601168;Metzgerei Diethelm AG;Rietstrasse10;Metzgerei Diethelm AG, Rietstrasse10, 9436, Switzerland ;9436;9436 SG;SH;;B, C, O, P, S;
CH CH 70147842;;;CH 70147842;70147842;Abattoir Communal des Ouges  P.a. Favrod-Coune Ch.-abram;Les Chabloz;Abattoir Communal des Ouges  P.a. Favrod-Coune Ch.-abram, Les Chabloz, 1660, Switzerland ;1660;1660 VD;SH, CP;;B, C, O, P, S;
CH  52418960;;; 52418960;;Notschlachtanlage Appenzell Bezirk Appenzell;Weissbadstrasse49 B;Notschlachtanlage Appenzell Bezirk Appenzell, Weissbadstrasse49 B, 9050, Switzerland ;9050;9050 AI;SH;;B, C, O, P;
CH 70148673;;;70148673;70148673;Schlachtanlage VVK Rüeggisberg;;;3088;3088 BE;SH;;B, C, O, P, S;
CH 40187880;;;40187880;40187880;Stampfli Bruno;Adlergartenstrasse12;Stampfli Bruno, Adlergartenstrasse12, 6467, Switzerland ;6467;6467 UR;SH;;B, C, O, P;
CH 43212174;;;43212174;43212174;Schuler Meinrad;Waagtalstrasse82;Schuler Meinrad, Waagtalstrasse82, 8842, Switzerland ;8842;8842 SZ;SH;;B, C, O, P;
CH 70425416;47,3277264;9,2265527;70425416;70425416;Signer-Frick Peter;Ochsen, Unterdorf20;Signer-Frick Peter, Ochsen, Unterdorf20, 9105, Switzerland ;9105;9105 AR;SH;SH(III);B, C, O, P;
CH 70736226;46,8182191;7,3445502;70736226;70736226;Schärer & Julmy GmbH;Sensebrücke17;Schärer & Julmy GmbH, Sensebrücke17, 3176, Switzerland ;3176;3176 FR;SH, CP;SH(III), CP(III);B, C, O, P, S;
CH 42516614;47,0377075;9,0700721;42516614;42516614;Hösli Gebr. AG ;Ygrubenstr. 8;Hösli Gebr. AG , Ygrubenstr. 8, 8750, Switzerland ;8750;8750 GL;SH;SH(III);B, C, O, P, S;
CH 50140233;;;50140233;50140233;Schlachtlokal Peduzzi;Veia Son Mitgel;Schlachtlokal Peduzzi, Veia Son Mitgel, 7460, Switzerland ;7460;7460 GR;SH;SH(II), GHE(IV);B, C, O, P;
CH 42412502;;;42412502;42412502;Hermann Bürgisser - Suder;Riedtal;Hermann Bürgisser - Suder, Riedtal, 6126, Switzerland ;6126;6126 LU;SH;;B, C, O, P, S;
CH 70148495;;;70148495;70148495;Schlachtanlage Oensingen;Hauptstrasse84;Schlachtanlage Oensingen, Hauptstrasse84, 4702, Switzerland ;4702;4702 SO;SH;SH(II), SH(III);B, C, O, P;
CH 60081484;46,4440679;6,8929011;60081484;60081484;Viandes Riviera;Rue du Collège42;Viandes Riviera, Rue du Collège42, 1815, Switzerland ;1815;1815 VD;CP;CS(0), RW(0), WM(0), CP(II), CP(III), CP(IV), GHE(IV), MM(V), MP(V), PP(VI), WM(VIII), PP(VIII), MP(VIII), PP(XI), PP(XII), PP(XIII);B, C, O, P, S;
CH 52112972;;;52112972;52112972;Erich Stöckli;Seetalstrasse11;Erich Stöckli, Seetalstrasse11, 5630, Switzerland ;5630;5630 AG;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH 41537361;;;41537361;41537361;Schlachtbetrieb Estermann Heinrich ;Sagen;Schlachtbetrieb Estermann Heinrich , Sagen, 6222, Switzerland ;6222;6222 LU;SH;;B, C, O, P, S;
CH CH 70147816;;;CH 70147816;70147816;Abattoir Communal;Ch. De La Villaire 8;Abattoir Communal, Ch. De La Villaire 8, 1040, Switzerland ;1040;1040 VD;SH, CP;;B, C, O, P, S;
CH 70148804;;;70148804;70148804;Schlachtanlage Bützberghof Minder Rudolf;Bützberg2;Schlachtanlage Bützberghof Minder Rudolf, Bützberg2, 4917, Switzerland ;4917;4917 BE;SH;SH(III);B, C, O, P;
CH 70148406;;;70148406;70148406;Regionales Notschlachtlokal Ziefen;Hauptstrasse103;Regionales Notschlachtlokal Ziefen, Hauptstrasse103, 4417, Switzerland ;4417;4417 BL;SH;;B, C, O, P, S;
CH 65395213;46,7634336;9,4204159;65395213;65395213;Schlachthof Mittelbünden AG ;Unter Realta;Schlachthof Mittelbünden AG , Unter Realta, 7408, Switzerland ;7408;7408 GR;SH;SH(II);B, C, O, P, S;
CH 41680940;47,2346192;8,0764339;41680940;41680940;Arnold Metzg AG ;Kantonsstrasse 47;Arnold Metzg AG , Kantonsstrasse 47, 6234, Switzerland ;6234;6234 LU;SH;;B, C, O, P, S;
CH 73221400;;;73221400;73221400;Maître Boucher Sàrl;Route de Satigny60;Maître Boucher Sàrl, Route de Satigny60, 1242, Switzerland ;1242;1242 GE;CP;CP(II), CP(III), CP(IV), MM(V), MP(V);B, C, O, P, S;
CH 70148757;;;70148757;70148757;Schlachtanlage Lütschental;;;3816;3816 BE;SH;;B, C, O;
CH 46121029;;;46121029;46121029;Schlachtlokal Zanetti;Sot Pradè133;Schlachtlokal Zanetti, Sot Pradè133, 7554, Switzerland ;7554;7554 GR;SH;GHE(IV);B, C, O, P, S;
CH 70147910;;;70147910;70147910;Schlachthauskorporation Kemmental;Ellighauserstrasse11;Schlachthauskorporation Kemmental, Ellighauserstrasse11, 8573, Switzerland ;8573;8573 TG;SH;SH(II), SH(III);B, C, O, P;
CH 45922417;47,2747306;7,8991941;45922417;45922417;Metzgerei Kreienbühl AG;Langenthalerstrasse10;Metzgerei Kreienbühl AG, Langenthalerstrasse10, 4803, Switzerland ;4803;4803 AG;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH CH41457439;47,4440517;7,0069889;CH41457439;41457439;Vallat Yannick;Rue de la Terrière;Vallat Yannick, Rue de la Terrière, 2915, Switzerland ;2915;2915 JU;SH;SH(II);B, C, O, P;
CH 70649579;;;70649579;70649579;Verein Schlachtlokal Gundetswil;Bertschikonerstrasse3;Verein Schlachtlokal Gundetswil, Bertschikonerstrasse3, 8546, Switzerland ;8546;8546 ZH;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH TI-63704516;;;TI-63704516;63704516;Patrick Cavargna Macelleria SAGL;Via Cantonale;Patrick Cavargna Macelleria SAGL, Via Cantonale, 6713, Switzerland ;6713;6713 TI;SH;;B, C, O, P, S;
CH 70601095;;;70601095;70601095;Fritschi Reinhard & Keller Oskar  Tierhaltergemeinschaft;Bergstrasse5;Fritschi Reinhard & Keller Oskar  Tierhaltergemeinschaft, Bergstrasse5, 8416, Switzerland ;8416;8416 ZH;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH 51940678;47,3203676;9,4272685;51940678;51940678;Breitenmoser Appenzeller Fleischspezialitäten AG;Sägehüslistrasse12;Breitenmoser Appenzeller Fleischspezialitäten AG, Sägehüslistrasse12, 9050, Switzerland ;9050;9050 AI;CP;PP(VI);B, C, O, P;
CH 42549536;47,3238166;7,960064;42549536;42549536;Schwander Franz;Walterswilerstrasse10;Schwander Franz, Walterswilerstrasse10, 5746, Switzerland ;5746;5746 SO;SH;SH(II), SH(III);B, C, O, P;
CH 70148102;;;70148102;70148102;Notschlachtlokal Stadt Altstätten;Hinterdammstrasse10;Notschlachtlokal Stadt Altstätten, Hinterdammstrasse10, 9450, Switzerland ;9450;9450 SG;SH;;B, C, O, P, S;
CH 40256565;47,0950152;9,0761465;40256565;40256565;Hager Metzgerei GmbH ;Hinterdorfstrasse6;Hager Metzgerei GmbH , Hinterdorfstrasse6, 8753, Switzerland ;8753;8753 GL;SH;SH(III);B, C, O, P, S;
CH 70149200;;;70149200;70149200;Milchproduzentengenossenschaft Rüti;Goldbachstrasse20;Milchproduzentengenossenschaft Rüti, Goldbachstrasse20, 8630, Switzerland ;8630;8630 ZH;SH;SH(II), SH(III), GHE(IV);B, C, O, P, S;
CH 43038288;;;43038288;80498729;Abattoirs Hospice Le Bré-aux-Boeufs;;;2615;2615 BE;SH;;B, C, O, P;
CH 40915528;;;40915528;40915528;Rempfler Köbi;Sorntalstrasse1;Rempfler Köbi, Sorntalstrasse1, 9213, Switzerland ;9213;9213 TG;SH;SH(II), SH(III);B, C, O, P;
CH 41273813;;;41273813;41273813;Schlachtanlage Stucki;;;3067;3067 BE;SH;;B, C, O, P;
CH 70148914;;;70148914;70148914;Schlachtanlage Adelboden Inniger Christoph;Zelgstrasse 3;Schlachtanlage Adelboden Inniger Christoph, Zelgstrasse 3, 3715, Switzerland ;3715;3715 BE;SH;SH(III);B, C, O, P;
CH 50679991;;;50679991;50679991;Schlachtanlage Rufener;;;3638;3638 BE;SH;SH(III);B, C, O, P, S;
CH 71468070;;;71468070;71468070;Schlachtanlage Schwand;;;3110;3110 BE;SH;;B, C, O, P;
CH 69376504;;;69376504;69376504;Metzgerei Stauffer;Burgdorfstrasse 13A;Metzgerei Stauffer, Burgdorfstrasse 13A, 3309, Switzerland ;3309;3309 BE;SH;;B, C, O, P;
CH 71467255;;;71467255;71467255;Schlachtanlage Tellenbach;;;3365;3365 BE;SH;;B, C, O, P;
CH 41502112;;;41502112;41502112;Schlachtanlage Sommer;;;3455;3455 BE;SH;;B, C, O, P, S;
CH 40931729;;;40931729;40931729;Dobler Adrian;Eggethof83;Dobler Adrian, Eggethof83, 8585, Switzerland ;8585;8585 TG;SH;;B, C, O, P;
CH 67627726;46,8859585;8,6266218;67627726;67627726;Ürmetzg AG;Giessenstrasse44;Ürmetzg AG, Giessenstrasse44, 6460, Switzerland ;6460;6460 UR;SH;;B, C, O, P;
CH 64147748;;;64147748;64147748;Rohrer Heinrich;Hofwies1940;Rohrer Heinrich, Hofwies1940, 9475, Switzerland ;9475;9475 SG;SH;;B, C, O, P, S;
CH 71467606;;;71467606;71467606;Schlachtanlage Abplanalp AG;;;3862;3862 BE;SH;;B, C, O, P;
CH 40016128;46,3939144;6,9303352;40016128;40016128;Suter Viandes S.A.;Route du Pré du Bruit3;Suter Viandes S.A., Route du Pré du Bruit3, 1844, Switzerland ;1844;1844 VD;CP;CS(0), RW(0), WM(0), CP(II), CP(III), MM(V), MP(V), PP(VI), DC(VII), PP(IX), CC(IX);B, C, O, P, S;
CH 61727877;;;61727877;61727877;Schlachtanlage Zaugg André Zaugg-Schär;Dorfstrasse118e;Schlachtanlage Zaugg André Zaugg-Schär, Dorfstrasse118e, 4954, Switzerland ;4954;4954 BE;SH;;B, C, O, P;
CH 43576227;;;43576227;70148301;Appoloni - Gunzenhauser H.-R.;Ob. Allersegg;Appoloni - Gunzenhauser H.-R., Ob. Allersegg, 4460, Switzerland ;4460;4460 BL;SH;;P;
